CustomerID,Recency_x,Frequency,Monetary,Cluster_KMeans,Cluster_GMM,Cluster_HDBSCAN,CLV,Recency_y,Churned
12422.0,96,3,803.5600000000001,0,1,20,803.5600000000001,96,1
12423.0,1,8,1859.31,0,0,17,1859.31,1,0
12424.0,163,2,1760.96,1,3,8,1760.96,163,1
12425.0,78,1,777.2,0,0,1,777.2,78,0
12426.0,195,1,582.73,1,1,4,582.73,195,1
12427.0,22,3,825.8,0,0,20,825.8,22,0
12428.0,26,9,7956.46,0,3,26,7956.46,26,0
12429.0,9,4,3750.4,0,0,22,3750.4,9,0
12430.0,43,1,256.4,0,1,7,256.4,43,0
12431.0,36,15,6487.45,3,3,27,6487.45,36,0
12432.0,43,5,5059.32,0,3,-1,5059.32,43,0
12433.0,1,7,13375.87,0,3,-1,13375.87,1,0
12434.0,85,2,806.14,0,1,13,806.14,85,0
12435.0,80,2,7829.89,0,3,22,7829.89,80,0
12436.0,100,1,509.01,0,1,1,509.01,100,1
12437.0,2,18,4951.41,3,3,27,4951.41,2,0
12438.0,14,2,2906.85,0,0,20,2906.85,14,0
12441.0,367,1,173.55,1,1,0,173.55,367,1
12442.0,3,1,172.06,0,1,11,172.06,3,0
12444.0,21,5,5005.46,0,3,22,5005.46,21,0
12445.0,22,1,133.4,0,1,19,133.4,22,0
12446.0,58,1,1002.31,0,0,1,1002.3100000000001,58,0
12447.0,243,1,476.49,1,1,10,476.49,243,1
12448.0,44,1,449.45,0,1,7,449.45,44,0
12449.0,22,4,4067.29,0,3,22,4067.29,22,0
12450.0,156,2,197.88,1,1,8,197.88,156,1
12451.0,11,5,9035.52,0,3,26,9035.52,11,0
12452.0,17,2,430.57,0,1,13,430.57,17,0
12453.0,134,1,707.09,0,1,1,707.09,134,1
12454.0,56,1,3528.34,0,3,13,3528.34,56,0
12455.0,73,6,2466.86,0,0,21,2466.86,73,0
12456.0,44,3,3181.04,0,0,-1,3181.04,44,0
12457.0,66,7,2363.23,0,0,21,2363.23,66,0
12458.0,71,2,947.4,0,0,13,947.4,71,0
12461.0,94,2,826.88,0,1,13,826.88,94,1
12462.0,19,2,1189.59,0,0,13,1189.59,19,0
12463.0,53,4,1344.78,0,0,22,1344.78,53,0
12464.0,10,8,1212.05,0,0,17,1212.05,10,0
12465.0,17,2,742.1899999999999,0,1,13,742.1899999999999,17,0
12468.0,188,2,729.54,1,1,2,729.54,188,1
12471.0,2,30,19824.05,3,2,27,19824.05,2,0
12472.0,32,7,6572.11,0,3,26,6572.11,32,0
12473.0,29,5,3938.55,0,0,-1,3938.5499999999997,29,0
12474.0,17,18,7375.79,3,3,27,7375.79,17,0
12475.0,54,1,723.38,0,0,1,723.38,54,0
12476.0,16,11,6816.42,0,3,27,6816.42,16,0
12477.0,23,6,13219.74,0,3,-1,13219.74,23,0
12478.0,4,1,680.99,0,1,11,680.99,4,0
12479.0,11,1,527.2,0,1,18,527.2,11,0
12480.0,28,4,3281.63,0,0,22,3281.63,28,0
12481.0,23,10,5596.32,0,3,27,5596.32,23,0
12483.0,17,8,2484.98,0,0,17,2484.98,17,0
12484.0,33,6,4541.72,0,3,23,4541.72,33,0
12488.0,10,3,1298.66,0,0,20,1298.66,10,0
12489.0,336,1,334.93,1,1,2,334.93,336,1
12490.0,5,10,5417.93,0,3,27,5417.93,5,0
12491.0,39,1,460.4,0,1,16,460.40000000000003,39,0
12492.0,63,2,263.21000000000004,0,1,13,263.21000000000004,63,0
12493.0,166,2,433.74,1,1,8,433.74,166,1
12494.0,16,7,1246.1,0,0,24,1246.1,16,0
12497.0,82,1,1043.1,0,0,1,1043.1,82,0
12498.0,21,3,403.7000000000001,0,0,20,403.70000000000005,21,0
12500.0,23,11,4257.82,0,0,27,4257.82,23,0
12501.0,337,1,2169.39,1,3,2,2169.39,337,1
12502.0,96,5,3723.87,0,3,21,3723.87,96,1
12504.0,18,2,482.0499999999999,0,1,13,482.04999999999995,18,0
12506.0,233,1,73.5,1,1,10,73.5,233,1
12507.0,134,3,1304.81,0,3,21,1304.81,134,1
12508.0,26,2,398.27,0,1,13,398.27,26,0
12509.0,284,1,176.5,1,1,3,176.5,284,1
12510.0,143,2,982.57,0,1,8,982.5699999999999,143,1
12512.0,66,2,138.03,0,1,13,138.03,66,0
12513.0,113,1,612.29,0,1,1,612.29,113,1
12514.0,267,1,1017.68,1,1,15,1017.6800000000001,267,1
12515.0,353,1,383.7,1,1,0,383.7,353,1
12516.0,78,2,1312.06,0,0,13,1312.06,78,0
12517.0,28,5,2502.84,0,0,6,2502.84,28,0
12518.0,1,5,2056.89,0,0,6,2056.89,1,0
12519.0,64,1,340.84000000000003,0,1,1,340.84000000000003,64,0
12520.0,79,5,2634.26,0,0,21,2634.2599999999998,79,0
12521.0,143,1,599.68,1,1,1,599.68,143,1
12522.0,39,2,192.72,0,1,13,192.72,39,0
12523.0,19,11,1789.77,0,0,27,1789.77,19,0
12524.0,9,8,4485.72,0,0,17,4485.72,9,0
12526.0,1,3,1316.66,0,0,20,1316.66,1,0
12527.0,82,3,348.71000000000004,0,0,20,348.71000000000004,82,0
12528.0,9,6,1933.48,0,0,23,1933.48,9,0
12530.0,60,4,1662.28,0,0,22,1662.28,60,0
12531.0,15,1,125.22,0,1,19,125.22,15,0
12532.0,30,1,349.83000000000004,0,1,16,349.83000000000004,30,0
12534.0,131,1,1089.18,0,3,1,1089.18,131,1
12535.0,92,2,716.35,0,1,13,716.35,92,1
12536.0,43,3,12601.830000000002,0,3,-1,12601.830000000002,43,0
12538.0,29,1,363.95,0,1,16,363.95,29,0
12539.0,22,4,5568.35,0,3,22,5568.35,22,0
12540.0,20,17,13400.24,3,3,-1,13400.24,20,0
12541.0,30,3,981.18,0,0,20,981.18,30,0
12544.0,36,1,372.7,0,1,16,372.7,36,0
12545.0,75,2,1000.39,0,0,13,1000.39,75,0
12546.0,47,2,1161.5,0,0,13,1161.5,47,0
12547.0,198,2,207.8,1,1,2,207.8,198,1
12548.0,166,1,95.2,1,1,1,95.19999999999999,166,1
12550.0,79,1,964.83,0,0,1,964.83,79,0
12551.0,358,1,168.0,1,1,0,168.0,358,1
12552.0,39,2,437.82,0,1,13,437.82,39,0
12553.0,8,10,3692.28,0,0,27,3692.28,8,0
12556.0,50,2,603.71,0,1,13,603.71,50,0
12557.0,16,5,11990.96,0,3,-1,11990.960000000001,16,0
12558.0,8,1,269.96,0,1,18,269.96,8,0
12559.0,311,2,561.71,1,1,2,561.71,311,1
12560.0,5,3,2134.01,0,0,20,2134.0099999999998,5,0
12561.0,303,1,238.85,1,1,3,238.85,303,1
12562.0,8,7,3781.74,0,0,24,3781.7400000000002,8,0
12564.0,261,1,456.9,1,1,15,456.9,261,1
12565.0,289,1,145.92,1,1,3,145.92,289,1
12566.0,86,1,351.65,0,1,1,351.65,86,0
12567.0,23,10,9401.28,0,3,-1,9401.28,23,0
12569.0,2,32,4124.69,3,2,27,4124.69,2,0
12571.0,40,2,519.61,0,1,13,519.61,40,0
12572.0,9,2,1020.42,0,0,12,1020.4200000000001,9,0
12573.0,227,1,160.54000000000002,1,1,4,160.54000000000002,227,1
12574.0,316,1,218.45,1,1,3,218.45000000000002,316,1
12576.0,36,5,1315.83,0,0,6,1315.83,36,0
12577.0,35,3,657.8,0,0,20,657.8,35,0
12578.0,21,2,2794.51,0,0,20,2794.51,21,0
12579.0,78,1,440.42,0,1,1,440.42,78,0
12580.0,247,1,415.7,1,1,9,415.7,247,1
12581.0,40,1,197.71,0,1,16,197.71,40,0
12582.0,239,2,511.36,1,1,2,511.36,239,1
12583.0,3,15,7281.38,3,3,27,7281.38,3,0
12584.0,4,9,2338.15,0,0,25,2338.15,4,0
12585.0,234,2,2040.1,1,3,2,2040.1,234,1
12586.0,17,1,196.94000000000003,0,1,19,196.94000000000003,17,0
12587.0,8,1,144.0,0,1,18,144.0,8,0
12588.0,39,1,214.9,0,1,16,214.89999999999998,39,0
12589.0,29,2,646.68,0,1,13,646.68,29,0
12590.0,211,2,9864.26,1,3,2,9864.26,211,1
12591.0,317,1,452.85,1,1,3,452.84999999999997,317,1
12592.0,92,2,437.6,0,1,13,437.6,92,1
12593.0,109,3,418.1,0,1,21,418.09999999999997,109,1
12594.0,38,10,3338.2200000000003,0,0,27,3338.2200000000003,38,0
12596.0,51,2,618.27,0,1,13,618.27,51,0
12597.0,19,4,3811.22,0,0,22,3811.22,19,0
12598.0,10,8,3023.08,0,0,17,3023.08,10,0
12599.0,29,7,1032.58,0,0,24,1032.58,29,0
12600.0,29,10,2599.04,0,0,27,2599.04,29,0
12601.0,190,5,577.0600000000001,1,3,21,577.0600000000001,190,1
12602.0,59,1,153.12,0,1,1,153.12,59,0
12603.0,22,1,739.1999999999999,0,0,19,739.1999999999999,22,0
12604.0,79,2,254.18,0,1,13,254.18,79,0
12607.0,60,1,1579.51,0,0,1,1579.51,60,0
12609.0,78,3,1126.85,0,0,20,1126.85,78,0
12610.0,23,5,2099.54,0,0,6,2099.54,23,0
12611.0,52,1,1193.32,0,0,1,1193.32,52,0
12612.0,74,1,704.04,0,1,1,704.04,74,0
12613.0,57,5,3344.38,0,0,21,3344.38,57,0
12614.0,278,1,315.6,1,1,5,315.6,278,1
12615.0,2,4,2291.19,0,0,22,2291.19,2,0
12616.0,95,2,713.3,0,1,13,713.3,95,1
12617.0,29,1,355.53000000000003,0,1,16,355.53000000000003,29,0
12618.0,22,1,177.31,0,1,19,177.31,22,0
12619.0,16,9,3641.24,0,0,25,3641.24,16,0
12620.0,15,3,1339.41,0,0,20,1339.41,15,0
12621.0,2,20,13689.67,3,3,27,13689.67,2,0
12622.0,232,1,180.1,1,1,10,180.1,232,1
12623.0,276,1,305.1,1,1,5,305.1,276,1
12624.0,106,2,641.13,0,1,8,641.13,106,1
12625.0,212,2,2683.82,1,3,2,2683.82,212,1
12626.0,23,9,6620.48,0,3,-1,6620.48,23,0
12627.0,11,7,4478.53,0,0,-1,4478.53,11,0
12628.0,4,3,786.46,0,0,20,786.46,4,0
12630.0,10,2,1270.88,0,0,12,1270.88,10,0
12631.0,57,1,640.5,0,1,1,640.5,57,0
12633.0,59,4,2163.98,0,0,22,2163.98,59,0
12635.0,90,2,1689.18,0,0,13,1689.18,90,0
12637.0,67,8,6021.9,0,3,21,6021.9,67,0
12638.0,33,1,671.69,0,0,16,671.69,33,0
12639.0,239,1,486.1,1,1,10,486.1,239,1
12640.0,24,3,1174.58,0,0,20,1174.58,24,0
12641.0,115,1,185.9,0,1,1,185.9,115,1
12642.0,25,3,1013.26,0,0,20,1013.26,25,0
12643.0,128,6,3344.64,0,3,21,3344.64,128,1
12644.0,130,1,477.91,0,1,1,477.90999999999997,130,1
12645.0,34,4,1775.18,0,0,22,1775.18,34,0
12646.0,5,2,1346.97,0,0,12,1346.97,5,0
12647.0,22,12,3722.82,0,0,27,3722.82,22,0
12648.0,155,1,318.05,1,1,1,318.05,155,1
12649.0,107,3,623.51,0,1,21,623.51,107,1
12650.0,3,1,314.44,0,1,11,314.44,3,0
12651.0,335,1,114.0,1,1,2,114.0,335,1
12652.0,331,1,919.98,1,1,2,919.98,331,1
12653.0,149,2,2209.85,1,3,8,2209.85,149,1
12654.0,11,5,601.98,0,0,6,601.98,11,0
12656.0,17,5,4051.17,0,0,22,4051.17,17,0
12657.0,11,4,1643.18,0,0,22,1643.18,11,0
12658.0,19,1,686.05,0,0,19,686.05,19,0
12659.0,30,1,91.68,0,1,16,91.68,30,0
12660.0,11,1,245.1,0,1,18,245.1,11,0
12662.0,1,11,3849.78,0,0,27,3849.78,1,0
12664.0,8,9,4881.88,0,3,-1,4881.88,8,0
12665.0,325,1,63.0,1,1,3,63.0,325,1
12667.0,58,1,620.13,0,1,1,620.13,58,0
12668.0,12,4,3807.15,0,0,22,3807.15,12,0
12669.0,151,3,2744.0299999999997,1,3,21,2744.0299999999997,151,1
12670.0,10,5,2996.05,0,0,6,2996.05,10,0
12672.0,330,1,225.9,1,1,2,225.9,330,1
12673.0,5,2,610.52,0,1,12,610.52,5,0
12674.0,39,4,1970.6,0,0,22,1970.6,39,0
12676.0,25,6,1331.39,0,0,23,1331.39,25,0
12678.0,42,12,17628.46,3,3,-1,17628.46,42,0
12679.0,59,4,1113.02,0,0,22,1113.02,59,0
12680.0,1,4,862.81,0,0,22,862.81,1,0
12681.0,15,22,13787.54,3,3,27,13787.54,15,0
12682.0,4,31,12288.22,3,2,27,12288.22,4,0
12683.0,4,15,8476.57,3,3,27,8476.57,4,0
12684.0,8,7,2283.63,0,0,24,2283.63,8,0
12685.0,28,6,2863.08,0,0,23,2863.08,28,0
12686.0,372,1,89.14,1,1,0,89.14,372,1
12688.0,114,1,4873.8099999999995,0,3,-1,4873.8099999999995,114,1
12689.0,26,2,1247.61,0,0,13,1247.61,26,0
12690.0,206,1,389.01,1,1,4,389.01,206,1
12691.0,28,6,1035.8,0,0,23,1035.8,28,0
12693.0,127,4,855.91,0,3,21,855.91,127,1
12694.0,70,2,869.67,0,1,13,869.67,70,0
12695.0,7,4,582.1,0,0,22,582.1,7,0
12697.0,29,3,957.59,0,0,20,957.59,29,0
12700.0,8,4,4939.99,0,3,22,4939.99,8,0
12701.0,80,2,797.71,0,1,13,797.71,80,0
12702.0,20,1,219.0,0,1,19,219.0,20,0
12703.0,71,1,283.55,0,1,1,283.55,71,0
12704.0,7,8,2340.84,0,0,17,2340.84,7,0
12705.0,15,9,6868.29,0,3,-1,6868.29,15,0
12707.0,292,1,603.42,1,1,3,603.42,292,1
12708.0,30,10,2712.91,0,0,27,2712.91,30,0
12709.0,15,15,9736.52,3,3,27,9736.52,15,0
12710.0,97,3,1149.02,0,0,20,1149.02,97,1
12712.0,29,13,4396.13,0,3,27,4396.13,29,0
12713.0,1,1,848.55,0,0,11,848.55,1,0
12714.0,9,5,4708.86,0,3,22,4708.86,9,0
12715.0,106,1,353.86,0,1,1,353.86,106,1
12716.0,4,2,1053.49,0,0,12,1053.49,4,0
12717.0,151,2,1030.98,1,1,8,1030.98,151,1
12718.0,71,1,238.25,0,1,1,238.25,71,0
12719.0,5,2,644.95,0,1,12,644.95,5,0
12720.0,3,25,5781.73,3,3,27,5781.73,3,0
12721.0,32,6,2656.13,0,0,23,2656.13,32,0
12722.0,85,4,997.63,0,0,22,997.63,85,0
12723.0,4,5,725.07,0,0,6,725.07,4,0
12724.0,5,4,1031.41,0,0,22,1031.41,5,0
12725.0,371,1,427.8,1,1,0,427.8,371,1
12726.0,28,7,2609.1,0,0,24,2609.1,28,0
12727.0,11,7,3980.7,0,0,24,3980.7,11,0
12728.0,71,4,836.33,0,0,22,836.33,71,0
12729.0,114,1,453.01,0,1,1,453.01,114,1
12731.0,24,12,18895.91,3,3,-1,18895.91,24,0
12732.0,180,1,236.26,1,1,4,236.26000000000002,180,1
12733.0,234,1,383.95,1,1,10,383.95,234,1
12734.0,353,1,110.4,1,1,0,110.39999999999999,353,1
12735.0,315,2,779.5699999999999,1,1,2,779.5699999999999,315,1
12736.0,333,1,234.0,1,1,2,234.0,333,1
12738.0,372,1,155.35,1,1,0,155.35,372,1
12739.0,78,2,1013.04,0,0,13,1013.04,78,0
12740.0,64,1,427.6,0,1,1,427.6,64,0
12743.0,134,2,546.43,0,1,8,546.43,134,1
12744.0,52,7,21279.29,3,3,-1,21279.29,52,0
12747.0,2,11,4196.01,0,0,27,4196.01,2,0
12748.0,1,209,33719.73,2,2,27,33719.73,1,0
12749.0,4,5,4090.88,0,0,22,4090.88,4,0
12750.0,129,1,275.88,0,1,1,275.88,129,1
12752.0,81,1,4366.78,0,3,-1,4366.78,81,0
12753.0,23,6,21429.39,0,3,-1,21429.39,23,0
12754.0,236,3,3010.74,1,3,2,3010.74,236,1
12755.0,281,2,3811.95,1,3,2,3811.9500000000003,281,1
12756.0,87,1,112.08,0,1,1,112.08,87,0
12757.0,16,13,7857.1,3,3,27,7857.1,16,0
12758.0,117,2,2791.59,0,3,8,2791.59,117,1
12759.0,52,3,1531.44,0,0,20,1531.44,52,0
12762.0,8,2,1898.52,0,0,12,1898.52,8,0
12763.0,138,2,494.08,0,1,8,494.08,138,1
12764.0,317,1,1693.88,1,3,3,1693.88,317,1
12766.0,4,7,6989.63,0,3,26,6989.63,4,0
12769.0,239,1,1143.6,1,3,10,1143.6,239,1
12770.0,211,1,1351.45,1,3,4,1351.45,211,1
12772.0,60,1,892.47,0,0,1,892.47,60,0
12775.0,17,5,1386.04,0,0,6,1386.04,17,0
12778.0,20,6,822.23,0,0,23,822.23,20,0
12779.0,38,8,3981.36,0,0,24,3981.36,38,0
12781.0,64,2,826.74,0,1,13,826.74,64,0
12782.0,5,5,2330.92,0,0,6,2330.92,5,0
12783.0,2,6,2225.91,0,0,23,2225.91,2,0
12784.0,9,2,574.42,0,1,12,574.42,9,0
12785.0,364,1,311.95,1,1,0,311.95,364,1
12787.0,10,3,463.66,0,0,20,463.66,10,0
12789.0,65,1,91.85,0,1,1,91.85,65,0
12790.0,192,1,324.92,1,1,4,324.92,192,1
12791.0,374,1,192.6,1,1,0,192.60000000000002,374,1
12792.0,257,1,400.54,1,1,14,400.53999999999996,257,1
12793.0,335,2,545.48,1,1,2,545.48,335,1
12794.0,53,2,860.41,0,0,13,860.41,53,0
12795.0,19,1,430.48,0,1,19,430.48,19,0
12797.0,366,1,254.03,1,1,0,254.03,366,1
12798.0,10,3,6977.04,0,3,22,6977.04,10,0
12802.0,187,1,427.58,1,1,4,427.58,187,1
12808.0,37,3,483.65,0,0,20,483.65000000000003,37,0
12809.0,178,1,489.31,1,1,4,489.31,178,1
12811.0,261,3,514.85,1,1,2,514.85,261,1
12812.0,45,1,229.64,0,1,7,229.64000000000001,45,0
12814.0,102,1,125.92,0,1,1,125.92,102,1
12815.0,148,2,1063.46,1,1,8,1063.46,148,1
12816.0,96,2,572.2,0,1,13,572.2,96,1
12817.0,281,1,166.04,1,1,3,166.04,281,1
12818.0,262,1,1542.08,1,3,15,1542.08,262,1
12820.0,3,4,942.34,0,0,22,942.34,3,0
12821.0,214,1,92.72,1,1,4,92.72,214,1
12822.0,71,2,948.88,0,0,13,948.88,71,0
12823.0,75,5,1759.5,0,0,21,1759.5,75,0
12824.0,60,1,397.12,0,1,1,397.12,60,0
12826.0,3,7,1474.72,0,0,24,1474.72,3,0
12827.0,6,3,430.15,0,0,20,430.15,6,0
12828.0,3,6,1018.71,0,0,23,1018.71,3,0
12829.0,337,2,293.0,1,1,2,293.0,337,1
12830.0,38,6,6814.64,0,3,26,6814.64,38,0
12831.0,262,1,215.05,1,1,15,215.05,262,1
12832.0,32,2,383.03,0,1,13,383.03000000000003,32,0
12833.0,145,1,417.38,1,1,1,417.38,145,1
12834.0,283,1,312.38,1,1,3,312.38,283,1
12836.0,59,4,2612.86,0,0,22,2612.86,59,0
12837.0,173,1,134.1,1,1,4,134.1,173,1
12838.0,34,2,683.13,0,1,13,683.13,34,0
12839.0,3,14,5591.42,3,3,27,5591.42,3,0
12840.0,144,4,2726.77,0,3,21,2726.77,144,1
12841.0,5,25,4022.35,3,2,27,4022.35,5,0
12842.0,70,2,1118.99,0,0,13,1118.99,70,0
12843.0,66,8,1702.26,0,0,21,1702.26,66,0
12844.0,29,2,325.96000000000004,0,1,13,325.96000000000004,29,0
12845.0,267,4,354.09000000000003,1,3,2,354.09000000000003,267,1
12847.0,22,1,871.54,0,0,19,871.54,22,0
12849.0,31,2,1050.89,0,0,13,1050.8899999999999,31,0
12851.0,97,1,135.18,0,1,1,135.18,97,1
12852.0,295,1,311.55,1,1,3,311.55,295,1
12853.0,135,6,1957.1,0,3,21,1957.1000000000001,135,1
12854.0,79,3,1324.5,0,0,20,1324.5,79,0
12855.0,373,1,38.1,1,1,0,38.1,373,1
12856.0,8,6,2179.93,0,0,23,2179.93,8,0
12857.0,211,2,1106.4,1,1,2,1106.4,211,1
12863.0,52,1,521.2,0,1,1,521.2,52,0
12864.0,138,1,147.12,0,1,1,147.12,138,1
12865.0,26,2,1568.23,0,0,13,1568.23,26,0
12866.0,283,1,559.12,1,1,3,559.12,283,1
12867.0,26,7,4036.82,0,0,24,4036.82,26,0
12868.0,186,6,1607.0600000000002,1,3,21,1607.0600000000002,186,1
12871.0,84,2,380.64,0,1,13,380.64,84,0
12872.0,327,2,599.97,1,1,2,599.97,327,1
12873.0,282,1,374.0,1,1,3,374.0,282,1
12875.0,143,2,343.2300000000001,0,1,8,343.2300000000001,143,1
12876.0,58,2,2218.02,0,0,13,2218.02,58,0
12877.0,4,12,1535.77,0,3,27,1535.77,4,0
12878.0,236,2,854.99,1,1,2,854.99,236,1
12879.0,45,3,573.22,0,0,20,573.22,45,0
12881.0,276,1,298.0,1,1,5,298.0,276,1
12882.0,9,2,1463.04,0,0,12,1463.04,9,0
12883.0,25,4,703.47,0,0,22,703.47,25,0
12884.0,88,1,309.05,0,1,1,309.05,88,0
12885.0,63,3,1175.22,0,0,20,1175.22,63,0
12886.0,68,2,1378.4,0,0,13,1378.4,68,0
12888.0,214,2,354.12,1,1,2,354.12,214,1
12890.0,24,1,380.47,0,1,19,380.46999999999997,24,0
12891.0,186,3,331.0,1,1,21,331.0,186,1
12893.0,31,1,188.14,0,1,16,188.14,31,0
12895.0,42,2,372.8,0,1,13,372.8,42,0
12897.0,205,2,216.5,1,1,2,216.5,205,1
12901.0,9,28,17654.54,3,2,27,17654.54,9,0
12902.0,265,1,138.68,1,1,15,138.68,265,1
12904.0,18,2,509.58,0,1,13,509.58,18,0
12906.0,12,5,2919.81,0,0,6,2919.81,12,0
12908.0,176,2,750.0,1,1,8,750.0,176,1
12909.0,40,5,2178.67,0,0,6,2178.67,40,0
12910.0,23,8,3075.04,0,0,17,3075.04,23,0
12912.0,3,5,1662.3,0,0,6,1662.3,3,0
12913.0,5,5,2483.63,0,0,6,2483.63,5,0
12915.0,149,2,363.65,1,1,8,363.65,149,1
12916.0,139,4,3006.15,0,3,21,3006.15,139,1
12917.0,128,1,594.0,0,1,1,594.0,128,1
12919.0,8,6,1335.19,0,0,23,1335.19,8,0
12920.0,17,1,164.23,0,1,19,164.23,17,0
12921.0,9,37,16587.09,3,2,27,16587.09,9,0
12922.0,161,1,405.38,1,1,1,405.38,161,1
12923.0,64,1,176.97,0,1,1,176.97,64,0
12924.0,88,4,933.7,0,0,22,933.7,88,0
12925.0,5,2,694.05,0,1,12,694.05,5,0
12928.0,35,5,2062.7,0,0,6,2062.7,35,0
12929.0,312,1,117.85,1,1,3,117.85,312,1
12930.0,78,2,415.8,0,1,13,415.8,78,0
12931.0,22,15,42055.96,3,2,27,42055.96,22,0
12933.0,24,3,607.53,0,0,20,607.53,24,0
12935.0,2,7,2160.7,0,0,24,2160.7,2,0
12936.0,17,4,1063.9,0,0,22,1063.9,17,0
12937.0,15,4,1504.27,0,0,22,1504.27,15,0
12938.0,26,1,114.14,0,1,19,114.14,26,0
12939.0,64,8,11581.8,0,3,-1,11581.8,64,0
12940.0,55,2,913.54,0,0,13,913.54,55,0
12942.0,131,3,683.9,0,1,21,683.9,131,1
12944.0,36,2,604.51,0,1,13,604.51,36,0
12945.0,288,1,462.95,1,1,3,462.95,288,1
12947.0,144,6,1603.99,0,3,21,1603.99,144,1
12948.0,16,7,2064.95,0,0,24,2064.95,16,0
12949.0,31,8,4167.22,0,0,24,4167.22,31,0
12950.0,2,3,1843.0,0,0,20,1843.0,2,0
12951.0,9,6,1064.07,0,0,23,1064.07,9,0
12952.0,6,4,1387.79,0,0,22,1387.79,6,0
12953.0,10,1,329.85,0,1,18,329.85,10,0
12955.0,1,11,4757.16,0,3,27,4757.16,1,0
12956.0,306,1,108.07,1,1,3,108.07,306,1
12957.0,10,8,4017.54,0,0,17,4017.54,10,0
12962.0,7,2,266.39,0,1,12,266.39,7,0
12963.0,8,8,1856.63,0,0,17,1856.63,8,0
12965.0,89,1,771.91,0,1,1,771.91,89,0
12966.0,10,1,160.18,0,1,18,160.18,10,0
12967.0,358,2,1660.9,1,3,0,1660.9,358,1
12968.0,112,1,135.95,0,1,1,135.95,112,1
12970.0,7,4,452.24,0,0,22,452.24,7,0
12971.0,4,86,11189.91,3,2,27,11189.91,4,0
12974.0,198,1,144.8,1,1,4,144.8,198,1
